index,LME Lead Cash-Settlement,LME Lead 3-month,LME Lead stock
2013-06-10,2123.0,2235.0,207.35
2013-06-11,2129.0,2247.5,202.55
2013-06-12,2133.0,2255.0,200.325
2013-06-13,2092.0,2255.0,199.975
2013-06-14,2100.0,2231.6666666667,197.35
2013-06-15,2099.8333333333,2208.3333333333,195.7666666667
2013-06-16,2099.6666666667,2185.0,194.1833333333
2013-06-17,2099.5,2180.0,192.6
2013-06-18,2076.0,2186.0,189.05
2013-06-19,2082.0,2208.5,204.625
2013-06-20,2009.0,2185.5,203.125
2013-06-21,2017.0,2187.3333333333,199.025
2013-06-22,2010.0,2189.1666666667,197.975
2013-06-23,2003.0,2191.0,196.925
2013-06-24,1996.0,2184.5,195.875
2013-06-25,2023.0,2110.0,194.2
2013-06-26,2032.0,2115.0,194.6
2013-06-27,2038.0,2111.8,198.0
2013-06-28,2058.0,2108.6,198.3
2013-06-29,2058.3333333333,2105.4,198.2666666667
2013-06-30,2058.6666666667,2102.2,198.2333333333
2013-07-01,2059.0,2099.0,198.2
2013-07-02,2088.0,2064.5,198.05
2013-07-03,2058.0,2062.0,197.75
2013-07-04,2067.5,2068.5,197.575
2013-07-05,2035.5,2067.6666666667,197.325
2013-07-06,2034.3333333333,2066.8333333333,196.9416666667
2013-07-07,2033.1666666667,2066.0,196.5583333333
2013-07-08,2032.0,2075.5,196.175
2013-07-09,2029.0,2113.5,195.975
2013-07-10,2046.0,2085.0,194.875
2013-07-11,2093.0,2070.0,194.375
2013-07-12,2050.0,2049.3333333333,193.825
2013-07-13,2049.8333333333,2028.6666666667,193.8666666667
2013-07-14,2049.6666666667,2008.0,193.9083333333
2013-07-15,2049.5,2060.0,193.95
2013-07-16,2044.5,2039.0,193.95
2013-07-17,2037.5,2014.0,196.875
2013-07-18,2016.5,2023.0,196.475
2013-07-19,2036.0,2020.6666666667,196.475
2013-07-20,2036.0,2018.3333333333,196.975
2013-07-21,2036.0,2016.0,197.475
2013-07-22,2036.0,2002.0,197.975
2013-07-23,2039.5,2032.0,198.775
2013-07-24,2063.0,2059.0,198.775
2013-07-25,2050.0,2056.0,198.5
2013-07-26,2060.5,2049.8333333333,198.25
2013-07-27,2059.0,2043.6666666667,198.2833333333
2013-07-28,2057.5,2037.5,198.3166666667
2013-07-29,2056.0,2038.0,198.35
2013-07-30,2029.0,1989.5,200.225
2013-07-31,2033.5,1996.0,200.225
2013-08-01,2090.0,1980.5,200.225
2013-08-02,2111.5,1994.625,200.125
2013-08-03,2111.6666666667,2008.75,200.0083333333
2013-08-04,2111.8333333333,2022.875,199.8916666667
2013-08-05,2112.0,2037.0,199.775
2013-08-06,2118.0,2067.0,200.2
2013-08-07,2090.0,2032.0,199.625
2013-08-08,2120.0,2001.0,199.825
2013-08-09,2152.0,1999.8333333333,199.275
2013-08-10,2161.3333333333,1998.6666666667,199.0916666667
2013-08-11,2170.6666666667,1997.5,198.9083333333
2013-08-12,2180.0,1988.5,198.725
2013-08-13,2178.0,1961.0,197.675
